priority,slug,title,category,content_status,governance_state,evidence_complete_v2,evidence_score_percent,promotion_ready,next_review_due,missing_requirements
P1,troubleshoot-a-certificate-on-macos,Troubleshoot a certificate on macOS,macOS Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-cloud-vpn-gateway,Troubleshoot a cloud VPN gateway,Cloud & Virtualisation,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-conference-room-camera,Troubleshoot a conference-room camera,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-conference-room-display,Troubleshoot a conference-room display,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-container-runtime,Troubleshoot a container runtime,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-crm-client,Troubleshoot a CRM client,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-default-gateway-failure,Troubleshoot a default gateway failure,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-desktop-with-no-power,Troubleshoot a desktop with no power,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-developer-ide,Troubleshoot a developer IDE,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-development-proxy,Troubleshoot a development proxy,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-docking-station-display-issue,Troubleshoot a docking station display issue,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-docking-station-power-issue,Troubleshoot a docking station power issue,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-endpoint-backup,Troubleshoot a failed endpoint backup,"Data Protection, Backup & Recovery",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-keyboard,Troubleshoot a failed keyboard,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-mouse-or-pointing-device,Troubleshoot a failed mouse or pointing device,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-scheduled-task,Troubleshoot a failed scheduled task,Servers & Core Infrastructure,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-server-backup,Troubleshoot a failed server backup,"Data Protection, Backup & Recovery",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-failed-systemd-service,Troubleshoot a failed systemd service,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-firewall-blocked-application,Troubleshoot a firewall-blocked application,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-git-repository-clone,Troubleshoot a Git repository clone,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-headset,Troubleshoot a headset,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-java-based-business-application,Troubleshoot a Java-based business application,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-label-printer,Troubleshoot a label printer,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-laptop-display-with-no-image,Troubleshoot a laptop display with no image,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-local-development-port-conflict,Troubleshoot a local development port conflict,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-mapped-drive-reconnect-failure,Troubleshoot a mapped drive reconnect failure,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-mobile-work-profile,Troubleshoot a mobile work profile,Mobile Devices & MDM,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-network-printer-that-is-unreachable,Troubleshoot a network printer that is unreachable,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-network-share-access-failure,Troubleshoot a network share access failure,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-pdf-that-will-not-open,Troubleshoot a PDF that will not open,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-room-mailbox,Troubleshoot a room mailbox,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-saml-application-error,Troubleshoot a SAML application error,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-scanner-not-detected,Troubleshoot a scanner not detected,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-service-account,Troubleshoot a service account,Identity & Access Management,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-shared-mailbox,Troubleshoot a shared mailbox,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-stopped-windows-server-service,Troubleshoot a stopped Windows Server service,Servers & Core Infrastructure,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-teams-phone-device,Troubleshoot a Teams Phone device,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-teams-room-system-offline,Troubleshoot a Teams Room system offline,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-usb-peripheral,Troubleshoot a USB peripheral,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-vdi-profile-issue,Troubleshoot a VDI profile issue,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-web-filter-block,Troubleshoot a web-filter block,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-webcam-on-windows,Troubleshoot a webcam on Windows,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-windows-certificate-service-request,Troubleshoot a Windows certificate service request,Servers & Core Infrastructure,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-windows-device-that-will-not-power-on,Troubleshoot a Windows device that will not power on,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-windows-update-failure,Troubleshoot a Windows Update failure,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-a-zero-trust-network-client,Troubleshoot a zero-trust network client,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-adobe-acrobat-sign-in,Troubleshoot Adobe Acrobat sign-in,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-application-that-will-not-install,Troubleshoot an application that will not install,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-application-timeout,Troubleshoot an application timeout,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-aws-ec2-instance-that-is-unreachable,Troubleshoot an AWS EC2 instance that is unreachable,Cloud & Virtualisation,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-azure-virtual-machine-that-is-unreachable,Troubleshoot an Azure virtual machine that is unreachable,Cloud & Virtualisation,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-electronic-signature-workflow,Troubleshoot an electronic-signature workflow,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-erp-client,Troubleshoot an ERP client,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-external-display-on-macos,Troubleshoot an external display on macOS,macOS Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-external-monitor,Troubleshoot an external monitor,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-external-monitor-with-no-signal,Troubleshoot an external monitor with no signal,Hardware & Peripherals,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-http-403-error,Troubleshoot an HTTP 403 error,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-http-404-error,Troubleshoot an HTTP 404 error,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-an-http-500-error,Troubleshoot an HTTP 500 error,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-application-printing,Troubleshoot application printing,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-audio-or-microphone-on-macos,Troubleshoot audio or microphone on macOS,macOS Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-blocked-browser-downloads,Troubleshoot blocked browser downloads,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-bluetooth-devices,Troubleshoot Bluetooth devices,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-calendar-permissions,Troubleshoot calendar permissions,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-camera-access-on-macos,Troubleshoot camera access on macOS,macOS Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-chrome-profile-synchronisation,Troubleshoot Chrome profile synchronisation,Google Workspace & Web Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-citrix-audio-or-microphone,Troubleshoot Citrix audio or microphone,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-citrix-printing,Troubleshoot Citrix printing,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-colour-or-duplex-printing,Troubleshoot colour or duplex printing,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-conference-room-audio,Troubleshoot conference-room audio,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
